Codigo	Departamento	Municipio
276823011	Valle	Del cauca  toro
276828011	Valle	Del cauca  trujillo
276834011	Valle	Del cauca  tulúa
276845011	Valle	Del cauca  ulloa
276863011	Valle	Del cauca  versalles
276869011	Valle	Del cauca  vijes
276890011	Valle	Del cauca  yotoco
276892011	Valle	Del cauca  yumbo
276895011	Valle	Del cauca  zarzal
297161011	Vaupés	 caruru
297001011	Vaupés	 mitú
297666011	Vaupés	 taraira
250226711	Vichada	 cumaribo
299524011	Vichada	 la primavera
299001011	Vichada	 puerto carreño
299666011	Vichada	 santa rosalía
